  #K-Path    Energy        Mo         S        Si
# Band-Index    1
    0.406  -13.7223     0.116     0.636     0.000
    0.384  -13.7110     0.115     0.637     0.000
    0.362  -13.6988     0.115     0.640     0.000
    0.362  -13.6988     0.115     0.640     0.000
    0.351  -13.7113     0.115     0.634     0.000
    0.340  -13.7237     0.115     0.637     0.000
    0.329  -13.7360     0.075     0.643     0.000
    0.318  -13.7482     0.075     0.643     0.000
    0.307  -13.7602     0.075     0.644     0.000
    0.296  -13.7720     0.075     0.646     0.000
    0.285  -13.7836     0.075     0.647     0.000
    0.274  -13.7950     0.075     0.647     0.000
    0.263  -13.8063     0.075     0.648     0.000
    0.252  -13.8099     0.075     0.650     0.000
    0.241  -13.7846     0.075     0.651     0.000
    0.230  -13.7668     0.079     0.648     0.000
    0.230  -13.7668     0.079     0.648     0.000
    0.210  -13.7740     0.080     0.641     0.000
    0.191  -13.7833     0.080     0.644     0.000
    0.172  -13.7919     0.080     0.646     0.000
    0.153  -13.7996     0.080     0.649     0.000
    0.134  -13.8062     0.080     0.650     0.000
    0.115  -13.8114     0.080     0.648     0.000
    0.096  -13.7848     0.079     0.644     0.000
    0.077  -13.7422     0.115     0.633     0.000
    0.057  -13.7451     0.110     0.641     0.000
    0.038  -13.7601     0.095     0.639     0.000
    0.019  -13.7868     0.112     0.637     0.000
    0.000  -13.7794     0.077     0.643     0.000
 
# Band-Index   17
    0.000  -13.7793     0.077     0.644     0.000
    0.019  -13.7851     0.075     0.645     0.000
    0.038  -13.7588     0.087     0.642     0.000
    0.057  -13.7450     0.079     0.651     0.000
    0.077  -13.7322     0.079     0.649     0.000
    0.096  -13.7188     0.080     0.646     0.000
    0.115  -13.7049     0.081     0.647     0.000
    0.134  -13.7003     0.120     0.642     0.000
    0.153  -13.7142     0.118     0.636     0.000
    0.172  -13.7275     0.115     0.635     0.000
    0.191  -13.7401     0.114     0.635     0.000
    0.210  -13.7518     0.117     0.635     0.000
    0.230  -13.7598     0.118     0.634     0.000
    0.230  -13.7598     0.118     0.634     0.000
    0.241  -13.7423     0.120     0.637     0.000
    0.252  -13.7179     0.120     0.642     0.000
    0.263  -13.6938     0.118     0.637     0.000
    0.274  -13.6701     0.117     0.640     0.000
    0.285  -13.6493     0.081     0.650     0.000
    0.296  -13.6570     0.080     0.647     0.000
    0.307  -13.6644     0.080     0.646     0.000
    0.318  -13.6717     0.080     0.645     0.000
    0.329  -13.6788     0.080     0.643     0.000
    0.340  -13.6857     0.080     0.643     0.000
    0.351  -13.6923     0.080     0.644     0.000
    0.362  -13.6988     0.084     0.645     0.000
    0.362  -13.6988     0.084     0.645     0.000
    0.384  -13.7107     0.079     0.648     0.000
    0.406  -13.7220     0.078     0.647     0.000
    0.428  -13.7323     0.078     0.648     0.000
    0.450  -13.7417     0.078     0.648     0.000
    0.472  -13.7500     0.078     0.648     0.000
    0.495  -13.7573     0.078     0.647     0.000
    0.517  -13.7635     0.078     0.647     0.000
    0.539  -13.7389     0.120     0.636     0.000
    0.561  -13.7451     0.115     0.637     0.000
    0.583  -13.7696     0.099     0.637     0.000
    0.605  -13.7757     0.076     0.642     0.000
    0.627  -13.7793     0.077     0.644     0.000
 
# Band-Index   18
    0.627  -13.7746     0.076     0.644     0.000
    0.605  -13.7756     0.079     0.643     0.000
    0.583  -13.7410     0.098     0.638     0.000
    0.561  -13.7174     0.089     0.647     0.000
    0.539  -13.7167     0.079     0.646     0.000
    0.517  -13.6879     0.081     0.645     0.000
    0.495  -13.6594     0.080     0.644     0.000
    0.472  -13.6316     0.119     0.641     0.000
    0.450  -13.6048     0.116     0.639     0.000
    0.428  -13.6204     0.113     0.639     0.000
    0.406  -13.6469     0.114     0.640     0.000
    0.384  -13.6730     0.116     0.637     0.000
    0.362  -13.6983     0.115     0.640     0.000
    0.362  -13.6983     0.115     0.640     0.000
    0.351  -13.6920     0.115     0.634     0.000
    0.340  -13.6853     0.115     0.637     0.000
    0.329  -13.6785     0.115     0.637     0.000
    0.318  -13.6714     0.115     0.636     0.000
    0.307  -13.6641     0.085     0.655     0.000
    0.296  -13.6566     0.084     0.646     0.000
    0.285  -13.6490     0.084     0.648     0.000
    0.274  -13.6624     0.082     0.649     0.000
    0.263  -13.6861     0.081     0.650     0.000
    0.252  -13.7103     0.080     0.644     0.000
    0.241  -13.7348     0.080     0.647     0.000
    0.230  -13.7592     0.078     0.648     0.000
    0.230  -13.7592     0.078     0.648     0.000
    0.210  -13.7512     0.078     0.649     0.000
    0.191  -13.7395     0.080     0.651     0.000
    0.172  -13.7270     0.085     0.651     0.000
    0.153  -13.7136     0.105     0.652     0.000
    0.134  -13.6997     0.101     0.644     0.000
    0.115  -13.7045     0.110     0.645     0.000
    0.096  -13.7185     0.110     0.642     0.000
    0.077  -13.7320     0.114     0.637     0.000
    0.057  -13.7187     0.085     0.645     0.000
    0.038  -13.7475     0.083     0.646     0.000
    0.019  -13.7659     0.079     0.642     0.000
    0.000  -13.7746     0.076     0.644     0.000
 
# Band-Index   19
    0.000  -13.7744     0.075     0.646     0.000
    0.019  -13.7657     0.080     0.646     0.000
    0.038  -13.7460     0.105     0.638     0.000
    0.057  -13.7078     0.119     0.639     0.000
    0.077  -13.6953     0.082     0.644     0.000
    0.096  -13.6730     0.083     0.651     0.000
    0.115  -13.6856     0.120     0.640     0.000
    0.134  -13.6902     0.083     0.643     0.000
    0.153  -13.6750     0.085     0.647     0.000
    0.172  -13.6592     0.085     0.649     0.000
    0.191  -13.6428     0.085     0.647     0.000
    0.210  -13.6259     0.089     0.649     0.000
    0.230  -13.6086     0.085     0.650     0.000
    0.230  -13.6086     0.085     0.650     0.000
    0.241  -13.6169     0.084     0.650     0.000
    0.252  -13.6253     0.084     0.649     0.000
    0.263  -13.6335     0.083     0.649     0.000
    0.274  -13.6415     0.082     0.649     0.000
    0.285  -13.6467     0.115     0.647     0.000
    0.296  -13.6237     0.117     0.641     0.000
    0.307  -13.6012     0.116     0.643     0.000
    0.318  -13.5792     0.115     0.649     0.000
    0.329  -13.5577     0.115     0.654     0.000
    0.340  -13.5370     0.113     0.653     0.000
    0.351  -13.5176     0.113     0.654     0.000
    0.362  -13.5036     0.108     0.656     0.000
    0.362  -13.5036     0.108     0.656     0.000
    0.384  -13.5280     0.099     0.654     0.000
    0.406  -13.5533     0.097     0.651     0.000
    0.428  -13.5788     0.097     0.648     0.000
    0.450  -13.6026     0.106     0.645     0.000
    0.472  -13.6304     0.111     0.644     0.000
    0.495  -13.6588     0.115     0.643     0.000
    0.517  -13.6877     0.115     0.636     0.000
    0.539  -13.7166     0.116     0.642     0.000
    0.561  -13.7106     0.084     0.651     0.000
    0.583  -13.7326     0.078     0.649     0.000
    0.605  -13.7568     0.086     0.643     0.000
    0.627  -13.7744     0.075     0.646     0.000
 
# Band-Index   20
    0.627  -13.7715     0.073     0.642     0.000
    0.605  -13.7535     0.079     0.644     0.000
    0.583  -13.7198     0.085     0.642     0.000
    0.561  -13.6993     0.110     0.640     0.000
    0.539  -13.6943     0.118     0.640     0.000
    0.517  -13.6707     0.120     0.641     0.000
    0.495  -13.6464     0.120     0.639     0.000
    0.472  -13.6211     0.080     0.647     0.000
    0.450  -13.5947     0.082     0.653     0.000
    0.428  -13.5757     0.082     0.649     0.000
    0.406  -13.5496     0.083     0.649     0.000
    0.384  -13.5240     0.084     0.650     0.000
    0.362  -13.5029     0.087     0.651     0.000
    0.362  -13.5029     0.087     0.651     0.000
    0.351  -13.5134     0.087     0.654     0.000
    0.340  -13.5303     0.084     0.652     0.000
    0.329  -13.5504     0.084     0.649     0.000
    0.318  -13.5716     0.084     0.649     0.000
    0.307  -13.5935     0.115     0.643     0.000
    0.296  -13.6160     0.115     0.638     0.000
    0.285  -13.6390     0.115     0.645     0.000
    0.274  -13.6411     0.115     0.640     0.000
    0.263  -13.6331     0.116     0.645     0.000
    0.252  -13.6249     0.111     0.652     0.000
    0.241  -13.6166     0.103     0.652     0.000
    0.230  -13.6084     0.098     0.657     0.000
    0.230  -13.6084     0.098     0.657     0.000
    0.210  -13.6254     0.102     0.652     0.000
    0.191  -13.6424     0.103     0.648     0.000
    0.172  -13.6588     0.107     0.647     0.000
    0.153  -13.6746     0.103     0.646     0.000
    0.134  -13.6898     0.093     0.652     0.000
    0.115  -13.6850     0.091     0.648     0.000
    0.096  -13.6705     0.086     0.647     0.000
    0.077  -13.6685     0.086     0.644     0.000
    0.057  -13.7039     0.115     0.637     0.000
    0.038  -13.7332     0.110     0.642     0.000
    0.019  -13.7550     0.078     0.646     0.000
    0.000  -13.7715     0.073     0.642     0.000
 
# Band-Index   21
    0.000  -13.5909     0.118     0.642     0.000
    0.019  -13.6234     0.116     0.646     0.000
    0.038  -13.6613     0.125     0.642     0.000
    0.057  -13.7010     0.125     0.639     0.000
    0.077  -13.6667     0.111     0.637     0.000
    0.096  -13.6698     0.122     0.643     0.000
    0.115  -13.6507     0.083     0.653     0.000
    0.134  -13.6283     0.085     0.651     0.000
    0.153  -13.6057     0.088     0.654     0.000
    0.172  -13.5831     0.094     0.653     0.000
    0.191  -13.5723     0.090     0.651     0.000
    0.210  -13.5906     0.090     0.650     0.000
    0.230  -13.6082     0.088     0.647     0.000
    0.230  -13.6082     0.088     0.647     0.000
    0.241  -13.5998     0.087     0.648     0.000
    0.252  -13.5910     0.090     0.648     0.000
    0.263  -13.5821     0.090     0.647     0.000
    0.274  -13.5730     0.091     0.650     0.000
    0.285  -13.5639     0.091     0.653     0.000
    0.296  -13.5546     0.091     0.656     0.000
    0.307  -13.5451     0.091     0.655     0.000
    0.318  -13.5356     0.092     0.658     0.000
    0.329  -13.5259     0.096     0.655     0.000
    0.340  -13.5162     0.097     0.653     0.000
    0.351  -13.5064     0.099     0.652     0.000
    0.362  -13.5026     0.098     0.658     0.000
    0.362  -13.5026     0.098     0.658     0.000
    0.384  -13.5164     0.110     0.652     0.000
    0.406  -13.5413     0.110     0.651     0.000
    0.428  -13.5679     0.109     0.647     0.000
    0.450  -13.5935     0.087     0.654     0.000
    0.472  -13.6162     0.095     0.647     0.000
    0.495  -13.6408     0.090     0.648     0.000
    0.517  -13.6648     0.085     0.648     0.000
    0.539  -13.6880     0.085     0.646     0.000
    0.561  -13.6991     0.120     0.639     0.000
    0.583  -13.6606     0.120     0.643     0.000
    0.605  -13.6233     0.119     0.644     0.000
    0.627  -13.5909     0.118     0.642     0.000
 
# Band-Index   22
    0.627  -13.5908     0.117     0.646     0.000
    0.605  -13.6231     0.114     0.645     0.000
    0.583  -13.6604     0.116     0.642     0.000
    0.561  -13.6692     0.118     0.641     0.000
    0.539  -13.6188     0.122     0.641     0.000
    0.517  -13.5729     0.118     0.645     0.000
    0.495  -13.5652     0.117     0.645     0.000
    0.472  -13.5664     0.116     0.649     0.000
    0.450  -13.5908     0.092     0.651     0.000
    0.428  -13.5649     0.090     0.652     0.000
    0.406  -13.5388     0.089     0.656     0.000
    0.384  -13.5134     0.088     0.653     0.000
    0.362  -13.5003     0.090     0.653     0.000
    0.362  -13.5003     0.090     0.653     0.000
    0.351  -13.5037     0.088     0.650     0.000
    0.340  -13.5153     0.088     0.656     0.000
    0.329  -13.5257     0.088     0.651     0.000
    0.318  -13.5355     0.089     0.654     0.000
    0.307  -13.5450     0.089     0.654     0.000
    0.296  -13.5543     0.090     0.655     0.000
    0.285  -13.5636     0.092     0.654     0.000
    0.274  -13.5727     0.093     0.656     0.000
    0.263  -13.5818     0.092     0.656     0.000
    0.252  -13.5907     0.097     0.654     0.000
    0.241  -13.5995     0.102     0.651     0.000
    0.230  -13.6078     0.108     0.657     0.000
    0.230  -13.6078     0.108     0.657     0.000
    0.210  -13.5901     0.105     0.652     0.000
    0.191  -13.5718     0.104     0.654     0.000
    0.172  -13.5536     0.100     0.649     0.000
    0.153  -13.5346     0.094     0.647     0.000
    0.134  -13.5548     0.090     0.657     0.000
    0.115  -13.5917     0.114     0.641     0.000
    0.096  -13.6297     0.116     0.648     0.000
    0.077  -13.6548     0.115     0.643     0.000
    0.057  -13.6386     0.115     0.641     0.000
    0.038  -13.6220     0.120     0.640     0.000
    0.019  -13.6052     0.118     0.644     0.000
    0.000  -13.5908     0.117     0.646     0.000
 
# Band-Index   23
    0.000  -13.5899     0.116     0.646     0.000
    0.019  -13.6046     0.114     0.646     0.000
    0.038  -13.6214     0.116     0.644     0.000
    0.057  -13.6380     0.118     0.644     0.000
    0.077  -13.6542     0.121     0.647     0.000
    0.096  -13.6286     0.113     0.641     0.000
    0.115  -13.5909     0.113     0.644     0.000
    0.134  -13.5542     0.114     0.651     0.000
    0.153  -13.5340     0.091     0.658     0.000
    0.172  -13.5531     0.090     0.653     0.000
    0.191  -13.5604     0.095     0.653     0.000
    0.210  -13.5377     0.099     0.652     0.000
    0.230  -13.5152     0.097     0.649     0.000
    0.230  -13.5152     0.097     0.649     0.000
    0.241  -13.5151     0.097     0.650     0.000
    0.252  -13.5147     0.097     0.654     0.000
    0.263  -13.5141     0.094     0.661     0.000
    0.274  -13.5132     0.093     0.656     0.000
    0.285  -13.5121     0.092     0.660     0.000
    0.296  -13.5108     0.093     0.657     0.000
    0.307  -13.5092     0.094     0.653     0.000
    0.318  -13.5074     0.094     0.652     0.000
    0.329  -13.5054     0.096     0.654     0.000
    0.340  -13.5032     0.096     0.658     0.000
    0.351  -13.5005     0.097     0.654     0.000
    0.362  -13.4998     0.105     0.653     0.000
    0.362  -13.4998     0.105     0.653     0.000
    0.384  -13.5080     0.114     0.656     0.000
    0.406  -13.5221     0.112     0.649     0.000
    0.428  -13.5346     0.115     0.649     0.000
    0.450  -13.5460     0.113     0.648     0.000
    0.472  -13.5562     0.114     0.650     0.000
    0.495  -13.5585     0.115     0.645     0.000
    0.517  -13.5697     0.114     0.643     0.000
